TEXT-ID	SUBCORPUS	TITLE	DATE	SOURCE	URL	TEXT-REGION	DOMAIN	TYPE	CHANNEL	SENTENCES	WORDS	SPK-IDsUTTS
Gos244	Gos	Pogovor dveh prijateljev in sošolcev, ki študirata v Ljubljani, večinoma o filozofiji, fakultetni politiki in računalniških igricah.	2010-07	lastni posnetek	-	Ljubljana	zunaj doma, prijatelji	zasebni	osebni stik	24	217	Sm-prij-09517 Mm-prij-09518
Gos245	Gos	Srečanje dveh prijateljev s fakultete. Pogovor se večinoma nanaša na študijske obveznosti, pa tudi glasbo, vlogo medijev v današnjem času ter kritiko ljudi, ki medijem brezpogojno zaupajo.	2009-06	lastni posnetek	-	Ljubljana	zunaj doma, prijatelji	zasebni	osebni stik	20	174	Bm-prij-02558 Am-prij-02557
Gos246	Gos	Tast in zet se ob kavi pogovarjata o gradnji hiše, službenih temah itd.	2009-12	lastni posnetek	-	Šentilj	doma, družina	zasebni	osebni stik	54	850	Am-soro-07522 Mm-star-07523
Gos247	Gos	Mati in hči se ob kavi pogovarjata o gradnji hiše, službi, sanjah itd.	2010-02	lastni posnetek	-	Šentilj	doma, družina	zasebni	osebni stik	13	207	Pf-otro-07527 Df-star-07526
Gos248	Gos	Babica in vnukinja se pogovarjata o prostovoljnem delu pri evropskem projektu, nogometu itd.	2009-12	lastni posnetek	-	Šentilj	doma, družina	zasebni	osebni stik	10	164	Mf-drug-07525 Bf-ssta-07524
Gos249	Gos	Oče pripoveduje svoji hčerki spomine iz šole ipd.	2010-05	lastni posnetek	-	Maribor	doma, družina	zasebni	osebni stik	11	330	Bf-otro-02269 Am-star-02268
Gos250	Gos	Pogovor pri kosilu, teme so zelo različne: družinsko življenje, kozmetika, šola...	2009-11	lastni posnetek	-	Maribor	zunaj doma, družina	zasebni	osebni stik	17	136	Bf-ssta-07520 Pf-vrst-07519
Gos251	Gos	Vsi govorci igrajo v glasbeni skupini, pogovor je potekal pred vajami. Teme: glasba, služba, nogomet ...	2009-10	lastni posnetek	-	Ceršak	zunaj doma, prijatelji	zasebni	osebni stik	12	94	Mm-prij-07531 Sm-prij-07530 Om-prij-07528
Gos252	Gos	Pogovor pri večerji o konjih, reji, prijateljih...	2009-11	lastni posnetek	-	Lenart	zunaj doma, prijatelji	zasebni	osebni stik	16	116	Af-vrst-07522 Am-vrst-07523
Gos253	Gos	Prijatelji v kampu ob morju se pogovarjajo o zdravstvu, spominih iz jugoslovanske vojske ipd.	2010-03	lastni posnetek	-	Novigrad	zunaj doma, prijatelji	zasebni	osebni stik	14	131	Am-prij-02280 Cm-prij-02282 Bm-prij-02281
Gos254	Gos	Prijatelji, ki se družijo že vrsto let, v študentskem domu. Pogovor o osebnih lastnostih govorcev, prijateljih, družini, aktualnih dogodkih, izvajanju študijskih predmetov ...	2009-07	lastni posnetek	-	Maribor	zunaj doma, prijatelji	zasebni	osebni stik	105	829	Dm-prij-06009 Mm-prij-06007 If-prij-06008
Gos255	Gos	Pogovor o poteku žetve nekoč, življenju kmetov in bližnjih sorodnikov, dogodkih iz otroških let ...	2009-07	lastni posnetek	-	Gornja Radgona	zunaj doma, družina	zasebni	osebni stik	11	254	Tf-soro-10524 Jm-soro-05614 Sm-soro-10523
Gos256	Gos	Pogovor med sodelavkama o službi, recesiji itd.	2009-12	lastni posnetek	-	Metlika	delovno mesto, sodelavci	zasebni	osebni stik	20	179	Bf-sode-07099 Af-sode-07098
Gos257	Gos	Pogovor družinske prijateljice s starši o smučarskih počitnicah.	2009-10	lastni posnetek	-	Novo mesto	doma, prijatelji	zasebni	osebni stik	47	816	Bm-prij-07150 Af-prij-07149 Cf-prij-07151
Gos258	Gos	Pogovor dveh prijateljev o najrazličnejših temah (delo, glasba, košarka, rekreacija, punce, starši ipd.).	2009-10	lastni posnetek	-	Novo mesto	doma, prijatelji	zasebni	osebni stik	13	176	Am-prij-07167 Bm-prij-07168
Gos259	Gos	Prijatelja, po rodu Srba, ki živita in delata v Sloveniji, se pogovarjata o različnih aktualnih stvareh, slovenščini itd.	2009-07	lastni posnetek	-	Ljubljana	doma, prijatelji	zasebni	osebni stik	12	121	Dm-prij-06581 Im-prij-06580
Gos260	Gos	Pogovor med znancema, študentom in tujko, ki dalj časa živi v Sloveniji.	2010-09	lastni posnetek	-	Maribor	doma, prijatelji	zasebni	osebni stik	16	159	Cf-znan-07540 Dm-znan-07550
Gos261	Gos	Pogovor v kavarni med tujko in domačinko, ki se prvič srečata ob tem pogovoru, o vtisih in življenju tujke.	2010-08	lastni posnetek	-	Maribor	zunaj doma, prijatelji	zasebni	osebni stik	4	64	Tf-znan-07540 Sf-znan-07534
Gos262	Gos	Študentki, prijateljici in sosedi klepetata o svojem vsakdanjiku.	2009-04	lastni posnetek	-	Postojna	doma, prijatelji	zasebni	osebni stik	56	664	Bf-prij-00508 Af-prij-00507
Gos263	Gos	Mati in sin, ki jo je obiskal, se pogovarjata o osebnih situacijah, sorodnikih, znancih, dogodkih zadnjih dni ...	2010-03	lastni posnetek	-	Podgorje pri Slovenj Gradcu	doma, družina	zasebni	osebni stik	11	93	Af-star-01083 Mm-otro-01079
Gos264	Gos	Pogovor prijateljev o bližajočem se srečanju pevskih zborov ter o dogodkih iz življenja zborov.	2010-03	lastni posnetek	-	Slovenj Gradec	doma, prijatelji	zasebni	osebni stik	66	704	Bf-prij-01082 Tm-prij-01081
Gos265	Gos	Pogovor dveh prijateljev o zanju aktualnih temah (novem psu, načrtovanju izleta, razmerah v pevskem zboru, njunih skupnih znancih itd.).	2010-03	lastni posnetek	-	Slovenj Gradec	doma, prijatelji	zasebni	osebni stik	6	56	Im-prij-01080 Mm-prij-01079
Gos266	Gos	Novomašnik s prijateljico obišče starejšo gospo. Ob tem steče pogovor o stvareh, ki jih povezujejo: molitvi, skupnih znancih, načrtih ...	2010-03	lastni posnetek	-	Slovenj Gradec	doma, prijatelji	zasebni	osebni stik	11	93	Mf-prij-01101 Dm-prij-01099 Af-prij-01100
Gos267	Gos	Prijateljica predstavi kolegu vsebino knjige, ki mu jo priporoča v branje. Pogovor začneta z izražanjem mnenja o Korošcih kot govorcih, nato se pogovarjata o knjigi, stresu ...	2010-03	lastni posnetek	-	Slovenj Gradec	doma, prijatelji	zasebni	osebni stik	7	62	Mf-prij-01077 Dm-prij-01078
Gos268	Gos	Pogovor med prijateljicama o ocenah izpitov, delu ...	2009-07	lastni posnetek	-	Polzela Ljubljana	klic prijatelju	zasebni	telefon	108	685	Tf-prij-06001 Vf-prij-06002
Gos269	Gos	Pogovor med prijateljema o delu, načrtih za večer, o prejšnji noči ...	2009-07	lastni posnetek	-	Podčetrtek	klic prijatelju	zasebni	telefon	4	28	Bm-prij-02169 Am-prij-02168
Gos270	Gos	Pogovor med prijateljema o delu, načrtih, življenju ...	2009-07	lastni posnetek	-	Podčetrtek	klic prijatelju	zasebni	telefon	7	79	Bm-prij-02169 Am-prij-02168
Gos271	Gos	Telefonski pogovor s prijateljico, predvsem z namenom dogovoriti se, kdaj in kje se bosta srečali.	2009-08	lastni posnetek	-	Žiče	klic prijatelju	zasebni	telefon	6	38	Af-prij-02102 Bf-prij-02103
Gos272	Gos	Telefonski pogovor med prijateljicama o organiziranju druženja oziroma zabave.	2009-08	lastni posnetek	-	Žiče	klic prijatelju	zasebni	telefon	2	25	Bf-prij-02102
Gos273	Gos	Telefonski pogovor med prijateljicama o različnih stvareh, največ o potovanju, s katerega se je ena pred kratkim vrnila.	2009-08	lastni posnetek	-	Žiče	klic prijatelju	zasebni	telefon	13	230	Af-prij-02101 Bf-prij-02102
Gos274	Gos	Pogovor med bratom in sestro o tem, kar se je dogajalo tisti dan.	2009-07	lastni posnetek	-	Polzela Ljubljana	klic sorodniku	zasebni	telefon	6	38	Af-soro-02170 Bm-soro-02171
Gos275	Gos	Pogovor med prijateljicama. Teme: vnetje mehurja, poletne počitnice, študentska izmenjava.	2009-06	lastni posnetek	-	Ajdovščina	klic prijatelju	zasebni	telefon	5	66	Af-prij-05515 Bf-prij-05516
Gos276	Gos	Pogovor med prijateljema o mobilni telefoniji, lokostrelstvu in planinarjenju.	2010-03	lastni posnetek	-	Ajdovščina	klic prijatelju	zasebni	telefon	3	91	Am-prij-05576 Bm-prij-05577
Gos277	Gos	Prijatelja se po telefonu pogovarjata in šalita o življenju.	2010-01	lastni posnetek	-	Ljubljana	klic prijatelju	zasebni	telefon	18	176	Tm-prij-06583 Pm-prij-06582
Gos278	Gos	Pogovor med sošolkama o tem, kaj počneta zadnje čase, o glasbi, smučanju, načrtih za bližnjo prihodnost.	2010-07	lastni posnetek	-	Ljubljana	klic prijatelju	zasebni	telefon	12	175	Bf-prij-09525 Df-prij-09526
Gos279	Gos	Pogovor med sosedoma. Vsakdanje teme: kam bodo šli ven čez vikend, šolske zadeve, o smučanju, sošolkah, učenju, načrtih za večer.	2010-07	lastni posnetek	-	Ljubljana	klic prijatelju	zasebni	telefon	5	54	Sm-prij-09516 Lm-prij-09515
Gos280	Gos	Pogovor med sestrama o dogajanju v vsakdanjem življenju: kaj se je zgodilo čez dan/med tednom, o družini in ljudeh v njuni okolici.	2010-07	lastni posnetek	-	Mekinje nad Stično	klic sorodniku	zasebni	telefon	80	873	Af-soro-09512 Mf-soro-09513
Gos281	Gos	Pogovor med bratrancema o aktualnih zadevah v družini in lokalni skupnosti - npr. težave s pridobitvijo interneta itd.	2010-04	lastni posnetek	-	Ljubljana	zunaj doma, družina	zasebni	telefon	17	198	Mm-soro-00809 Jm-soro-00810
Gos282	Gos	Pogovor med prijateljicama o vsakdanjih rečeh (ribe, rože, garderoba ...).	2009-05	lastni posnetek	-	Lovrenc na Pohorju	doma, prijatelji	zasebni	telefon	9	140	Uf-prij-01074 If-prij-01073
Gos283	Gos	Pogovor med prijateljema o opravljanju prakse v osnovni šoli, vrememu, študentskem življenju, učiteljih in šolskem sistemu.	2009-04	lastni posnetek	-	Maribor	klic prijatelju	zasebni	telefon	10	239	Mm-prij-06005 Nm-prij-06006
Gos284	Gos	Telefonski pogovor med starejšima osebama o bolezni psa, velikonočnih jedeh, delu na vrtu, finančni krizi, znancih in prijateljih.	2009-04	lastni posnetek	-	Paričjak Gradišče	doma, družina	zasebni	telefon	8	95	Zf-star-06003 Mf-otro-06004
Gos285	Gos	Pogovor med fantom in dekletom: načrti za kino, pogovor o šoli, maturi, vremenu, poklicih.	2010-02	lastni posnetek	-	Stranska vas	klic prijatelju	zasebni	telefon	20	129	Am-prij-07100 Bf-prij-07101
Gos286	Gos	Pogovor med prijateljema o študiju, kolegih, hobijih, delu.	2010-02	lastni posnetek	-	Ljubljana	klic prijatelju	zasebni	telefon	14	169	Am-prij-07102 Bm-prij-07103
Gos287	Gos	Pogovor med parom o aktualnih stvareh in planiranju počitnic.	2009-05	lastni posnetek	-	Lovrenc na Pohorju	klic prijatelju	zasebni	telefon	21	131	Bf-prij-01071 Bm-prij-01072
Rog-Art-J-Gvecg-P500001	Artur-J	Artur-J-Gvecg-P500001	2020-09	STA	https://www.facebook.com/watch/live/?v=339333000613185&ref=watch_permalink	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	37	967	Artur-J-G3003
Rog-Art-J-Gvecg-P500002	Artur-J	Artur-J-Gvecg-P500002	2020-09	STA	https://www.facebook.com/watch/live/?v=339333000613185&ref=watch_permalink	Ljubljana	nagovor na dogodku	informativno-izobraževalni	osebni stik	40	819	Artur-J-G3002
Rog-Art-J-Gvecg-P500014	Artur-J	Artur-J-Gvecg-P500014	2020-06	STA	https://livestream.com/accounts/564247/events/7618799/videos/207774394/player	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	27	937	Artur-J-G3018 Artur-J-G3020
Rog-Art-J-Gvecg-P500016	Artur-J	Artur-J-Gvecg-P500016	2020-06	STA	https://www.youtube.com/watch?v=fTymM6UTB0M&feature=youtu.be	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	38	1032	Artur-J-G3018 Artur-J-G3025
Rog-Art-J-Gvecg-P500021	Artur-J	Artur-J-Gvecg-P500021	2020-11	STA	https://livestream.com/accounts/564247/events/7618799/videos/213431819	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	27	1041	Artur-J-G3047
Rog-Art-J-Gvecg-P500026	Artur-J	Artur-J-Gvecg-P500026	2020-12	STA	https://livestream.com/accounts/564247/events/7618799/videos/215066628	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	42	1061	Artur-J-G3057 Artur-J-G3055 Artur-J-G3056
Rog-Art-J-Gvecg-P500028	Artur-J	Artur-J-Gvecg-P500028	2020-12	STA	https://livestream.com/accounts/564247/events/7618799/videos/215024193	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	26	1076	Artur-J-G3063 Artur-J-G3062
Rog-Art-J-Gvecg-P500034	Artur-J	Artur-J-Gvecg-P500034	2020-11	STA	https://www.youtube.com/watch?time_continue=3109&v=Fa4oOO6LuuE&feature=emb_title	Trbovlje	novinarska konferenca	informativno-izobraževalni	osebni stik	30	984	Artur-J-G3069
Rog-Art-J-Gvecg-P500037	Artur-J	Artur-J-Gvecg-P500037	2021-01	STA	https://livestream.com/accounts/564247/events/7618799/videos/216648797	Ljubljana	novinarska konferenca	informativno-izobraževalni	osebni stik	33	981	Artur-J-G3070
Rog-Art-J-Gvecg-P500042	Artur-J	Artur-J-Gvecg-P500042	2021-03	STA	https://livestream.com/accounts/564247/events/7618799/videos/218485333	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	24	1080	Artur-J-G3082
Rog-Art-J-Gvecg-P500046	Artur-J	Artur-J-Gvecg-P500046	2021-03	STA	https://livestream.com/accounts/564247/events/7618799/videos/219161223	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	22	1044	Artur-J-G3091 Artur-J-G3090 Artur-J-G3018
Rog-Art-J-Gvecg-P500048	Artur-J	Artur-J-Gvecg-P500048	2021-04	STA	https://livestream.com/zivo/stavzivo/videos/220246779	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	32	1109	Artur-J-G3098 Artur-J-G3023 Artur-J-G3097
Rog-Art-J-Gvecg-P500051	Artur-J	Artur-J-Gvecg-P500051	2021-06	STA	https://livestream.com/accounts/564247/events/7618799/videos/222633872/player	Ljubljana	novinarska konferenca	informativno-izobraževalni	osebni stik	38	1006	Artur-J-G3016
Rog-Art-J-Gvecg-P500054	Artur-J	Artur-J-Gvecg-P500054	2019-10	STA	https://youtu.be/C_AlXre1vTI	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	44	1040	Artur-J-G3110 Artur-J-G3109
Rog-Art-J-Gvecg-P500063	Artur-J	Artur-J-Gvecg-P500063	2021-09	STA	https://youtu.be/lkpWkX9JMOU	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	16	1135	Artur-J-G3134 Artur-J-G3133
Rog-Art-J-Gvecg-P500064	Artur-J	Artur-J-Gvecg-P500064	2021-09	STA	https://youtu.be/TCEX9YOUJvw	Ljubljana	okrogla miza	informativno-izobraževalni	osebni stik	35	1189	Artur-J-G3139 Artur-J-G3137
Rog-Art-J-Gvecg-P580002	Artur-J	Artur-J-Gvecg-P580002	2020-09	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	37	1011	Artur-J-G4529 Artur-J-G4528
Rog-Art-J-Gvecg-P580003	Artur-J	Artur-J-Gvecg-P580003	2017-05	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	33	1036	Artur-J-G4530 Artur-J-G4531
Rog-Art-J-Gvecg-P580009	Artur-J	Artur-J-Gvecg-P580009	2020-09	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	42	1054	Artur-J-G4538 Artur-J-G4539
Rog-Art-J-Gvecg-P580023	Artur-J	Artur-J-Gvecg-P580023	2020-02	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	60	1137	Artur-J-G4544 Artur-J-G4554
Rog-Art-J-Gvecg-P580041	Artur-J	Artur-J-Gvecg-P580041	2021-04	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	65	995	Artur-J-G4521 Artur-J-G4531
Rog-Art-J-Gvecg-P580047	Artur-J	Artur-J-Gvecg-P580047	-	Radio Štajerski val	-	Šentjur	intervju	informativno-izobraževalni	radio	41	993	Artur-J-G4586 Artur-J-G4529
Rog-Art-J-Gvecg-P580051	Artur-J	Artur-J-Gvecg-P580051	2021-05	ZRC SAZU	https://www.youtube.com/watch?v=bD9C8Y-pG2M	Ljubljana	spletni dogodek	informativno-izobraževalni	internet	36	1002	Artur-J-G4605 Artur-J-G4602 Artur-J-G4604
Rog-Art-N-G5013-P600007	Artur-N	Artur-N-G5013-P600007	2020-09	lastni posnetek	-	Hajdina	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	39	652	Artur-N-G5013
Rog-Art-N-G5014-P600007	Artur-N	Artur-N-G5014-P600007	2020-09	lastni posnetek	-	Hajdina	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	41	540	Artur-N-G5014
Rog-Art-N-G5019-P600012	Artur-N	Artur-N-G5019-P600012	2020-12	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	26	246	Artur-N-G5019
Rog-Art-N-G5020-P600012	Artur-N	Artur-N-G5020-P600012	2020-12	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	58	727	Artur-N-G5020
Rog-Art-N-G5025-P600021	Artur-N	Artur-N-G5025-P600021	2020-12	lastni posnetek	-	Murska Sobota	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	45	452	Artur-N-G5025
Rog-Art-N-G5025-P600022	Artur-N	Artur-N-G5025-P600022	2020-12	lastni posnetek	-	Murska Sobota	prosti monološki govor	zasebni	osebni stik	25	622	Artur-N-G5025
Rog-Art-N-G5026-P600021	Artur-N	Artur-N-G5026-P600021	2020-12	lastni posnetek	-	Murska Sobota	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	39	314	Artur-N-G5026
Rog-Art-N-G5035-P600034	Artur-N	Artur-N-G5035-P600034	2021-01	lastni posnetek	-	Ormož	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	29	657	Artur-N-G5035
Rog-Art-N-G5036-P600034	Artur-N	Artur-N-G5036-P600034	2021-01	lastni posnetek	-	Ormož	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	31	407	Artur-N-G5036
Rog-Art-N-G5043-P600044	Artur-N	Artur-N-G5043-P600044	2021-03	lastni posnetek	-	Ravne	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	34	365	Artur-N-G5043
Rog-Art-N-G5044-P600044	Artur-N	Artur-N-G5044-P600044	2021-03	lastni posnetek	-	Ravne	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	32	465	Artur-N-G5044
Rog-Art-N-G5053-P600052	Artur-N	Artur-N-G5053-P600052	2021-05	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	53	750	Artur-N-G5053
Rog-Art-N-G5054-P600052	Artur-N	Artur-N-G5054-P600052	2021-05	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	56	690	Artur-N-G5054
Rog-Art-N-G5082-P600080	Artur-N	Artur-N-G5082-P600080	2021-07	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	10	132	Artur-N-G5082
Rog-Art-N-G5083-P600080	Artur-N	Artur-N-G5083-P600080	2021-07	lastni posnetek	-	Maribor	prosti dialog med dvema sogovornikoma	zasebni	osebni stik	20	793	Artur-N-G5083
Rog-Art-N-G5097-P600096	Artur-N	Artur-N-G5097-P600096	2021-07	lastni posnetek	-	Škofja Loka	prosti monološki govor	zasebni	osebni stik	38	967	Artur-N-G5097
Rog-Art-N-G6001-P600102	Artur-N	Artur-N-G6001-P600102	2020-12	lastni posnetek	-	Litija	razlaganje in opisovanje	zasebni	osebni stik	27	856	Artur-N-G6001
Rog-Art-N-G6007-P600702	Artur-N	Artur-N-G6007-P600702	2020-12	lastni posnetek	-	Ljubljana	razlaganje in opisovanje	zasebni	osebni stik	21	770	Artur-N-G6007
Rog-Art-N-G6012-P601201	Artur-N	Artur-N-G6012-P601201	2021-09	lastni posnetek	-	Radovljica	prosti monološki govor	zasebni	osebni stik	28	961	Artur-N-G6012
Rog-Art-N-G6031-P603102	Artur-N	Artur-N-G6031-P603102	2021-01	lastni posnetek	-	Ljubljana	razlaganje in opisovanje	zasebni	osebni stik	26	922	Artur-N-G6031
Rog-Art-N-G6043-P604301	Artur-N	Artur-N-G6043-P604301	2021-07	lastni posnetek	-	Ljubljana	prosti monološki govor	zasebni	osebni stik	40	922	Artur-N-G6043
Rog-Art-N-G6047-P604702	Artur-N	Artur-N-G6047-P604702	2021-02	lastni posnetek	-	Naklo	razlaganje in opisovanje	zasebni	osebni stik	41	844	Artur-N-G6047
Rog-Art-N-G6060-P606001	Artur-N	Artur-N-G6060-P606001	2021-05	lastni posnetek	-	Idrija	prosti monološki govor	zasebni	osebni stik	31	915	Artur-N-G6060
Rog-Art-N-G6083-P608301	Artur-N	Artur-N-G6083-P608301	2021-05	lastni posnetek	-	Idrija	prosti monološki govor	zasebni	osebni stik	39	861	Artur-N-G6083
Rog-Art-N-G6100-P610002	Artur-N	Artur-N-G6100-P610002	2021-07	lastni posnetek	-	Vrhnika	razlaganje in opisovanje	zasebni	osebni stik	23	965	Artur-N-G6100
Rog-Art-N-G6103-P610302	Artur-N	Artur-N-G6103-P610302	2021-05	lastni posnetek	-	Nova Gorica	razlaganje in opisovanje	zasebni	osebni stik	25	931	Artur-N-G6103
Rog-Art-N-G6112-P611202	Artur-N	Artur-N-G6112-P611202	2021-08	lastni posnetek	-	Ljubljana	razlaganje in opisovanje	zasebni	osebni stik	35	871	Artur-N-G6112
Rog-Art-N-G6116-P611601	Artur-N	Artur-N-G6116-P611601	2021-06	lastni posnetek	-	Ljubljana	prosti monološki govor	zasebni	osebni stik	48	930	Artur-N-G6116
Rog-Art-P-G7001-P700192	Artur-P	Artur-P-G7001-P700192	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	39	854	Artur-P-G7001
Rog-Art-P-G7002-P700444	Artur-P	Artur-P-G7002-P700444	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	34	819	Artur-P-G7002
Rog-Art-P-G7036-P701111	Artur-P	Artur-P-G7036-P701111	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	43	858	Artur-P-G7036
Rog-Art-P-G7065-P701064	Artur-P	Artur-P-G7065-P701064	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	31	825	Artur-P-G7065
Rog-Art-P-G7155-P700259	Artur-P	Artur-P-G7155-P700259	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	3	816	Artur-P-G7155
Rog-Art-P-G7165-P700926	Artur-P	Artur-P-G7165-P700926	-	Državni zbor RS	-	Ljubljana	seja državnega zbora	informativno-izobraževalni	osebni stik	34	893	Artur-P-G7165
